"","id","vf_age","vf_party","vf_racename","vf_female","vf_black","vf_white","vf_hispanic","vf_vg_14","vf_vg_12","vf_vg_10","vf_democrat","vf_republican","miami_trans_law_t0","miami_trans_law2_t0","gender_norm_daugher_t0","gender_norm_looks_t0","gender_norm_rights_t0","gender_norms_sexchange_t0","gender_norms_moral_t0","gender_norms_abnormal_t0","gender_norm_trans_moral_wrong_t0","ssm_t0","therm_obama_t0","therm_gay_t0","therm_trans_t0","therm_marijuana_t0","therm_afams_t0","ideology_t0","religious_t0","respondent_t0","exposure_gay_t0","exposure_trans_t0","pid_t0","scale_for_blocking_t0","survey_language_t0","miami_trans_law_t1","miami_trans_law2_t1","therm_obama_t1","therm_trans_t1","therm_marijuana_t1","gender_norm_looks_t1","gender_norm_rights_t1","gender_norm_sexchange_t1","gender_norm_moral_t1","gender_norm_abnormal_t1","gender_norm_trans_moral_wrong_t1","respondent_t1","miami_trans_law_t2","miami_trans_law2_t2","therm_obama_t2","therm_jbush_t2","therm_trans_t2","therm_police_t2","therm_firefighters_t2","gender_norm_looks_t2","gender_norm_rights_t2","gender_norm_moral_t2","gender_norm_dress_t2","gender_norm_sexchange_t2","gender_norm_abnormal_t2","gender_norm_trans_moral_wrong_t2","trans_teacher_t2","trans_bathroom_t2","respondent_t2","miami_trans_law_withdef_t3","miami_trans_law2_withdef_t3","therm_obama_t3","therm_jbush_t3","therm_trans_t3","therm_police_t3","therm_firefighters_t3","gender_norm_looks_t3","gender_norm_rights_t3","gender_norm_moral_t3","gender_norm_dress_t3","gender_norm_sexchange_t3","gender_norm_abnormal_t3","gender_norm_trans_moral_wrong_t3","trans_teacher_t3","trans_bathroom_t3","trans_ad_displayed_t3","trans_law_post_ad_t3","respondent_t3","nfc_t3","miami_trans_law_withdef_t4","miami_trans_law2_withdef_t4","therm_obama_t4","therm_trans_t4","therm_mousavi_t4","gender_norm_looks_t4","gender_norm_rights_t4","gender_norm_moral_t4","gender_norm_dress_t4","gender_norm_sexchange_t4","gender_norm_abnormal_t4","gender_norm_trans_moral_wrong_t4","trans_teacher_t4","trans_bathroom_t4","respondent_t4","marijuana_pread1","marijuana_pread2","marijuana_postad","exp_actual_convo","contacted","survey_language_es","sdo_scale","treat_ind","canvass_recycling_rating","canvass_trans_ratingstart","canvass_trans_ratingsecond","canvass_trans_ratingend","canvass_minutes","canvasser_experience","canvasser_trans","canvasser_id","hh_id","block_ind","cluster_level_t0_scale_mean","vf_independent","all.dvs.t1","trans.tolerance.dv.t0","trans.tolerance.dv.t1","miami_trans_law_t0_avg","miami_trans_law_t1_avg","gender_nonconformity_t0","gender_nonconformity_t1","treatment.delivered","t1.resid"
"66698",56930,57,"D","African American",1,1,0,0,1,1,1,1,0,1,0,1,-2,-2,-1,-2,0,2,-3,100,0,0,0,100,-2,4,1,1,0,3,-1.50085580348969,"",-1,2,100,1,30,-2,-2,-2,-1,0,-2,1,-2,-1,100,40,3,50,50,-2,-2,-1,-1,-2,0,-2,0,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Recycling",1,0,-0.552364230155945,0,"Undecided",NA,NA,NA,0,"No",1,5,"june20_12282","june20_14",-1.50085580348969,0,-1.44742794407022,-1.42366032657963,-1.57911924985467,0.5,0.5,-1.37406380726985,-1.30883732249572,FALSE,-0.203235709446602
"66699",66460,57,"R","Caucasian",1,0,1,0,1,1,1,0,1,3,3,-2,1,0,1,2,2,-2,1,4,50,50,50,50,-1,3,1,1,0,-2,0.579431653022766,"",3,3,9,84,50,0,1,1,1,2,2,1,3,2,10,90,80,80,90,1,-1,0,1,1,2,1,1,0,1,3,3,50,84,83,97,100,1,-1,1,-1,2,2,1,1,1,"Yes, I could see and hear the ad",2,1,-1.81633281707764,3,2,10,50,50,1,-1,0,1,2,2,1,1,1,1,0,1,0,"Trans-Equality",1,0,-0.190540015697479,1,"",9,10,10,0,"No",1,5,"june20_12387","june20_176",0.579431653022766,0,1.49341469268764,1.20673306348783,1.51074198038718,3,3,1.01465139797569,1.05186350780901,TRUE,0.642803183854497
"66716",58897,57,"R","Caucasian",1,0,1,0,1,1,1,0,1,2,2,0,1,0,1,0,1,0,0,0,50,50,0,50,-1,1,1,1,0,-2,-0.0878911465406418,"",2,2,0,50,40,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,0,20,50,50,50,0,1,1,0,1,0,1,1,1,"Yes, I could see and hear the ad",2,1,0.619612693786621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-1,0,"Trans-Equality",1,0,1.54867768287659,1,"",10,10,10,7,"No",0,8,"june20_12676","june20_119",-0.0878911465406418,0,0.0375972197504609,0.432102858024804,-0.0961481004795024,2,2,1.01465139797569,1.0006274528355,TRUE,-0.520178679960213
"66719",53197,58,"D","African American",0,1,0,0,1,1,1,1,0,-3,-3,2,-2,-2,-2,-2,-2,2,-3,100,2,2,50,100,3,5,1,1,1,3,-1.6779078245163,"",0,0,100,14,18,-2,-2,0,-2,2,-2,1,0,-3,100,83,0,0,100,0,0,0,0,-2,-2,-2,0,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,-1,-3,100,0,50,-2,-2,-2,-2,0,0,0,0,0,1,NA,NA,NA,"Trans-Equality",1,0,0.184246763586998,1,"",NA,NA,NA,0,"Yes",0,1,"june20_12712","june20_247",-1.71890234947205,0,-1.02492387486828,-2.18116061693488,-0.874026392788482,-3,0,-1.37406380726985,-1.30883732249572,FALSE,1.1486135627286
"66722",52042,42,"D","African American",1,1,0,0,1,1,1,1,0,3,3,1,1,0,2,2,2,1,3,100,90,98,50,95,0,1,1,1,1,3,1.16681754589081,"",2,3,100,91,50,1,-1,1,1,2,1,1,3,3,76,15,78,60,80,1,-1,1,1,-1,1,1,1,-1,1,3,3,97,0,74,50,50,1,-1,1,1,1,1,1,1,1,"",0,1,0.594368696212769,3,3,50,85,14,1,1,1,1,1,1,1,0,1,1,0,2,1,"Trans-Equality",1,0,-0.247862279415131,1,"",10,10,10,15,"No",1,44,"june20_12732","june20_312",0.946973264217377,0,1.26781953953972,2.01208034963375,1.35389169213167,3,2.5,1.01465139797569,0.50799286478515,TRUE,-0.131210816695514
"66729",14827,69,"D","Caucasian",0,0,1,0,1,1,1,1,0,3,3,-2,1,1,2,2,1,-2,3,100,100,100,50,100,2,0,1,1,1,3,1.82526803016663,"",3,3,100,95,50,1,0,2,1,1,2,1,2,3,98,13,97,50,50,1,0,1,1,1,1,1,1,1,1,2,3,100,50,93,30,50,1,1,1,1,1,2,1,1,1,"Yes, I could see and hear the ad",2,1,0.131566345691681,3,3,97,92,80,1,1,1,1,1,2,2,1,1,1,0,2,1,"Recycling",1,0,-0.740223169326782,0,"Against",NA,NA,NA,0,"No",1,5,"june20_12926","june20_241",1.82526803016663,0,1.55146457057093,1.77122305095387,1.57244729617016,3,3,1.50846510349656,1.0006274528355,FALSE,-0.195049677812532
"66730",19713,49,"D","African American",1,1,0,0,1,1,0,1,0,-2,0,0,-2,-2,-2,-2,-2,2,-3,86,0,0,50,100,0,3,1,1,0,2,-1.81893026828766,"",-2,-2,74,0,50,-2,-2,0,-2,-2,-2,1,-2,-2,75,25,0,10,50,-2,-2,-2,-2,-1,-2,-2,-2,-2,1,-3,-3,50,30,0,50,90,-2,-2,-2,-2,-2,-2,-2,-2,-2,"Yes, I could see and hear the ad",-3,1,-1.00149011611938,-3,-3,50,0,50,-2,-2,-2,-2,-1,-1,-1,-1,-1,1,0,2,0,"Recycling",1,0,-6.6307687118794e-10,0,"Against",NA,NA,NA,5,"No",0,43,"june20_12978","june20_6",-1.81893026828766,0,-2.27302552056634,-2.20418503402838,-1.89177160500332,-1,-2,-1.37406380726985,-1.30883732249572,FALSE,-0.179924792339485
"66731",58555,31,"D","African American",1,1,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,2,99,50,50,50,50,-2,1,1,0,0,2,0.0201149601489305,"",2,2,65,84,50,0,-1,1,-1,0,0,1,2,2,81,50,50,50,66,-1,-1,-1,-1,1,0,-1,0,0,1,2,2,100,50,85,50,93,-1,-1,-1,-1,1,-1,-1,0,-1,"Yes, I could see and hear the ad",0,1,0.215730890631676,1,2,100,82,75,-2,-2,-2,-2,1,-1,-1,0,0,1,0,2,0,"Trans-Equality",1,0,-6.6307687118794e-10,1,"",6,6,9,15,"No",0,43,"june20_12995","june20_130",0.0201149601489305,0,0.270048452791461,-0.0845401336505679,0.173865514391473,2,2,0.547622133241092,0.0665943317083116,TRUE,0.170461549670034
"66732",20620,50,"D","African American",1,1,0,0,1,1,1,1,0,3,3,2,-1,-2,-1,-2,1,2,-3,89,84,85,50,91,2,4,1,1,1,2,-0.14319184422493,"",3,3,100,50,50,-2,-2,-1,-1,-1,-2,1,3,3,79,50,4,88,91,-2,-2,-1,-2,-2,-2,-2,1,-1,1,2,2,50,32,45,50,84,-1,-1,-1,-1,1,-1,-1,1,-1,"I could only see the ad, but the sound did not work",-2,1,0.594368696212769,2,2,50,23,50,-1,-2,-1,-2,1,-2,-1,1,-1,1,0,2,0,"Recycling",1,0,-0.589337527751923,0,"Against",NA,NA,NA,1,"No",1,14,"june20_130","june20_109",-0.14319184422493,0,-0.521637758733914,-0.181240884332643,-1.16876618479034,3,3,-0.907034542535251,-1.30883732249572,FALSE,-0.752943354532774
"66735",61240,36,"D","African American",1,1,0,0,1,1,1,1,0,2,2,0,-2,-2,0,-2,-2,2,-3,50,50,50,50,50,-1,4,1,1,1,3,-0.987729370594025,"",0,2,50,50,50,-2,-2,0,-2,0,-2,1,-2,0,100,51,50,36,100,-2,-2,-1,-2,-1,-1,-1,-1,-1,1,2,2,88,52,50,43,92,-2,-2,-2,-2,-1,-2,-2,0,-2,"Yes, I could see and hear the ad",-1,1,0.149625167250633,0,-1,50,63,10,-2,-2,-2,-2,0,-1,-1,-1,-1,1,0,1,0,"Trans-Equality",1,0,1.02930760383606,1,"",5,2,5,20,"No",1,44,"june20_13113","june20_40",-0.987729370594025,0,-0.844854247966464,-1.12305205488697,-0.988376545761731,2,1,-1.37406380726985,-1.30883732249572,TRUE,-0.0936745455958038
"66741",53469,50,"D","Caucasian",0,0,1,0,1,1,1,1,0,2,2,1,1,-1,1,1,1,-2,3,93,100,50,92,82,1,0,1,1,1,2,1.07989227771759,"",2,2,50,55,83,1,-1,1,1,1,1,1,2,2,90,50,70,78,100,0,-1,2,1,1,1,1,1,1,1,1,2,99,75,60,50,100,0,-1,1,1,-2,1,1,0,1,"Yes, I could see and hear the ad",1,1,-0.0656389817595482,1,1,93,65,53,1,0,2,1,1,1,1,1,1,1,1,2,1,"Recycling",1,0,-0.185758695006371,0,"In Favor",NA,NA,NA,7,"Yes",0,50,"june20_13252","june20_206",1.07989227771759,0,0.7102683049623,0.687477102869628,0.801269814034694,2,2,0.520837692454819,0.50799286478515,FALSE,0.0404229093958417
"66743",54301,56,"D","Caucasian",1,0,1,0,1,1,1,1,0,2,2,0,0,-1,1,1,1,-1,2,57,62,50,50,100,1,1,1,1,0,1,0.568923473358154,"",3,3,75,84,82,2,-1,1,2,2,2,1,3,3,81,42,81,79,80,2,2,2,1,1,2,2,2,1,1,3,3,50,21,98,97,100,2,0,2,2,1,2,2,2,2,"Yes, I could see and hear the ad",2,1,-1.25911951065063,3,3,89,90,50,1,1,2,1,1,1,2,2,1,1,0,3,1,"Trans-Equality",1,0,-0.0752499848604202,1,"",10,10,10,15,"No",0,39,"june20_133","june20_314",1.10899114608765,0,1.65695403162985,0.687477102869628,1.73578132937885,2,3,0.0538084277202204,0.949391397861989,TRUE,0.96620654457662
"66744",57858,55,"D","African American",0,1,0,0,1,1,1,1,0,1,1,1,-1,0,1,1,0,-1,1,88,71,71,62,71,0,1,1,1,0,3,0.290847271680832,"",3,2,90,80,80,-1,-1,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Recycling",1,0,0.321109890937805,0,"In Favor",NA,NA,NA,3,"No",1,47,"june20_13328","june20_161",0.290847271680832,0,0.682883111258999,0.665351766577969,0.587244449292554,1,2.5,0.0805928685064935,-0.374804201368527,FALSE,0.286120869572463
"66745",43826,27,"D","Caucasian",1,0,1,0,0,0,0,1,0,2,-2,-1,-1,-2,-1,-1,-1,0,-1,58,54,18,30,93,0,2,1,1,0,2,-0.626731395721436,"",2,1,53,32,41,-2,-2,1,-1,-1,-1,1,2,2,83,84,92,100,100,-1,-1,-1,-1,1,0,-1,1,1,1,2,2,50,70,55,98,98,-2,-2,-1,-2,1,-1,-1,1,1,"Yes, I could see and hear the ad",1,1,0.594368696212769,1,1,76,66,50,-1,-1,-1,-1,1,-1,-1,1,-1,1,0,3,0,"Recycling",1,0,0.974982619285583,0,"In Favor",NA,NA,NA,1,"No",0,49,"june20_1342","june20_65",-0.626731395721436,0,-0.568732467721957,-1.22494804366671,-0.746630289683945,0,1.5,-0.907034542535251,-1.30883732249572,FALSE,0.0124012737146648
"66747",40970,38,"N","Hispanic",1,0,0,1,1,1,0,0,0,2,0,2,-2,-2,0,0,0,0,0,70,50,50,80,80,0,2,1,0,0,2,-0.468142867088318,"",3,0,82,50,82,-2,-2,0,-2,0,0,1,0,0,70,50,21,84,100,-2,-2,-1,-2,-2,-1,-1,0,-1,1,0,0,75,50,50,30,81,-2,-2,0,-2,0,-1,-1,-1,-1,"Yes, I could see and hear the ad",-3,1,0.372534215450287,0,-1,50,29,50,-2,-2,-2,-2,-1,-1,-1,-1,-2,1,1,2,1,"Trans-Equality",1,0,0.55418062210083,1,"",NA,NA,NA,20,"No",0,31,"june20_13437","june20_273",-0.475218236446381,1,-0.419698379498732,-0.0845401336505679,-0.546226798462832,1,1.5,-1.37406380726985,-1.30883732249572,FALSE,-0.153619178340446
"66748",48724,43,"D","African American",1,1,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,-3,50,50,50,50,50,0,3,1,1,0,3,-0.327333718538284,"",3,3,100,100,50,1,1,1,0,0,1,1,3,3,100,50,100,53,100,0,0,1,0,2,1,0,0,0,1,2,2,100,50,100,0,100,0,0,0,0,1,1,0,0,0,"",0,1,-0.121957294642925,2,3,50,100,50,1,-1,1,1,2,1,0,0,0,1,0,2,0,"Trans-Equality",1,0,-6.6307687118794e-10,1,"",10,10,10,20,"No",1,19,"june20_13449","june20_260",-0.928533852100372,0,0.953209545028137,-0.0845401336505679,0.76677878936158,1,3,0.547622133241092,1.49326204088585,TRUE,1.17013735904701
"66753",20360,23,"D","African American",0,1,0,0,1,1,1,1,0,0,0,2,-2,2,-2,-2,-2,2,-3,100,0,0,100,100,0,3,1,1,0,2,-1.37868058681488,"",0,0,100,50,100,-1,-1,-1,-1,-1,-1,1,-3,-3,50,0,0,0,50,-2,-2,-2,-2,-2,-2,-2,-1,-2,1,-2,-2,50,50,0,0,50,-2,-2,-2,-2,-2,-1,-2,-1,-2,"Yes, I could see and hear the ad",-3,1,0.325077027082443,-3,-3,50,0,50,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,3,1,"Recycling",1,0,-0.801603555679321,0,"In Favor",NA,NA,NA,4,"No",0,31,"june20_13488","june20_19",-1.37868058681488,0,-1.07464997034378,-2.20418503402838,-0.947691311140889,0,0,0.601191014813639,-0.374804201368527,FALSE,0.696294703254345
"66758",15205,37,"D","African American",1,1,0,0,1,1,1,1,0,3,0,2,-2,-2,2,-2,-2,2,-2,50,50,50,50,50,2,5,1,1,1,2,-0.869164705276489,"",3,3,50,50,50,-2,-1,0,-1,-1,-2,1,3,3,100,50,50,80,100,-1,-2,-1,-2,0,-1,-1,1,-1,1,2,2,100,50,50,78,50,-1,-1,-1,-1,0,-1,0,1,-1,"Yes, I could see and hear the ad",2,1,0.397163391113281,2,2,50,50,50,-2,-2,-2,-2,0,-1,-1,0,-2,1,0,2,0,"Recycling",1,0,-0.00491436617448926,0,"Against",NA,NA,NA,0,"No",0,31,"june20_13516","june20_256",-1.06415104866028,0,-0.378661789625453,-0.617529503082976,-0.985661207126807,1.5,3,-1.37406380726985,-0.816202734445365,FALSE,-0.07935347477107
"66760",3750,77,"D","African American",1,1,0,0,1,1,1,1,0,3,0,-2,-2,-1,2,-2,-2,2,-3,100,0,0,0,100,0,4,1,0,0,3,-1.37921810150146,"",0,0,100,50,3,-1,-1,-1,-1,-1,-1,1,0,0,96,19,50,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,100,39,38,50,50,-2,-1,-2,-2,-2,-1,-1,-1,-2,"Yes, I could see and hear the ad",0,1,0.397163391113281,0,0,50,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,2,0,"Trans-Equality",1,0,0.624247252941132,1,"",10,10,10,10,"No",1,47,"june20_13619","june20_277",-0.250513672828674,0,-1.07464997034378,-1.1931399304204,-0.947691311140889,1.5,0,-0.880250101748978,-0.374804201368527,TRUE,0.10403860552994
"66761",52246,62,"D","African American",0,1,0,0,1,1,1,1,0,-1,1,2,-2,-1,0,-2,0,2,-3,100,50,50,100,100,-2,3,1,1,0,3,-0.907639563083649,"",2,2,100,63,50,-2,-1,0,-1,1,1,1,2,2,84,50,50,82,50,-1,-1,-2,-1,0,1,-1,0,0,1,2,2,50,50,50,83,84,-2,0,-2,-2,0,0,-1,1,-1,"",0,1,-0.895005762577057,2,2,100,50,50,-2,-1,-2,-2,-1,1,0,0,0,1,0,2,0,"Trans-Equality",1,0,0.334924310445786,1,"",10,7,7,8,"No",0,8,"june20_13625","june20_43",-0.907639563083649,0,0.299746505704642,-0.595288623340217,0.24148566455233,0,2,-0.880250101748978,-0.816202734445365,TRUE,0.976959983389227
"66762",23616,75,"D","African American",1,1,0,0,1,1,1,1,0,1,1,1,-2,-1,-1,-1,-1,1,-2,100,50,50,39,100,0,5,1,1,0,2,-0.56540322303772,"",-1,1,100,36,36,-2,-2,-2,-2,-1,-2,1,-1,1,91,56,63,82,82,-2,-2,-1,-2,-2,-1,-2,0,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,-2,-3,50,50,50,-2,-2,-2,-2,-1,-2,-2,-1,-2,1,NA,NA,NA,"Recycling",1,0,-0.754516184329987,0,"Undecided",NA,NA,NA,3,"No",1,47,"june20_13643","june20_70",-0.56540322303772,0,-1.64016449393963,-0.856557370170764,-1.7053596822334,1,0,-0.880250101748978,-1.30883732249572,FALSE,-0.868113984493929
"66763",25772,56,"D","African American",1,1,0,0,1,1,1,1,0,0,0,1,-2,-1,-2,-2,1,-1,-2,100,100,37,18,100,-1,4,1,1,1,3,-0.275572776794434,"",0,1,50,50,50,-1,0,-2,-1,0,0,1,0,0,100,50,81,21,25,-1,1,-1,-1,-2,1,-1,2,-1,1,0,-1,100,10,64,50,23,-1,-2,0,-2,-1,1,0,0,-1,"",0,1,0.627859055995941,-1,-1,100,52,15,-1,0,-1,-1,-1,0,0,0,-1,1,0,-1,0,"Recycling",1,0,-0.368482023477554,0,"Against",NA,NA,NA,0,"No",0,31,"june20_13665","june20_97",-0.275572776794434,0,-0.765808529217865,-0.986588170478563,-0.687397404798228,0,0.5,-0.880250101748978,0.117830386681824,FALSE,0.138746200665075
"66765",43204,26,"D","African American",0,1,0,0,0,1,0,1,0,-3,-1,1,-1,-1,-1,-1,-1,1,0,100,7,0,100,100,0,5,1,1,1,3,-1.09311497211456,"",0,0,50,12,10,-2,-2,0,-2,0,-2,1,1,0,100,50,50,50,50,-2,-2,-2,-2,0,0,0,0,0,1,0,0,50,50,50,50,50,-2,-2,-2,-2,0,0,0,0,0,"Yes, I could see and hear the ad",0,1,1.23257172107697,0,0,100,50,50,-2,0,-2,-2,0,0,0,1,1,1,0,0,0,"Trans-Equality",1,0,-0.282581716775894,1,"",5,5,5,30,"No",0,39,"june20_13737","june20_32",-1.09311497211456,0,-1.37337460052432,-1.43216779750818,-1.33702429504309,-2,0,-0.413220837014379,-1.30883732249572,TRUE,-0.172283296866627
"66766",40662,21,"D","African American",0,1,0,0,0,1,0,1,0,0,1,1,-1,-1,0,0,-1,1,-2,80,30,30,78,75,0,2,1,1,1,3,-0.624701321125031,"",2,0,50,30,75,-1,-1,0,0,0,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Trans-Equality",1,0,0.159783229231834,1,"",5,5,5,13,"No",0,8,"june20_13753","june20_65",-0.624701321125031,0,-0.519138215868635,-0.578666020358912,-0.500721789540193,0.5,1,-0.413220837014379,-0.374804201368527,TRUE,0.138776065519569
"66767",14022,30,"D","African American",0,1,0,0,0,1,1,1,0,3,2,-1,2,1,1,2,-2,-2,1,100,70,61,32,100,-2,3,1,1,0,-3,0.8402059674263,"",2,2,100,78,50,-1,-2,2,2,1,1,1,3,3,100,81,81,50,100,1,-2,2,0,2,2,-2,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Trans-Equality",1,0,-0.281117022037506,1,"",5,5,NA,0,"No",1,40,"june20_13809","june20_193",0.8402059674263,0,1.18794055025178,0.277840494408559,1.42043777841282,2.5,2,1.97549436823116,-0.867438789418877,TRUE,1.05515374197317
"66771",4587,18,"D","African American",1,1,0,0,0,0,0,1,0,2,3,-1,1,-1,2,2,2,-2,3,100,100,100,85,100,0,0,1,1,1,2,1.56373536586761,"",3,3,100,100,50,2,-1,2,2,2,2,1,2,2,100,27,50,66,50,2,0,2,1,2,2,2,2,2,1,3,3,50,50,93,70,97,2,-1,2,1,2,2,2,1,2,"Yes, I could see and hear the ad",3,1,-0.500595092773438,3,3,100,100,50,1,-1,2,1,2,2,2,2,2,1,0,3,0,"Recycling",1,0,0.361088037490845,0,"Against",NA,NA,NA,0,"No",0,4,"june20_13913","june20_323",1.59372556209564,0,1.91899569620879,2.03510476672724,2.06568535937137,2.5,3,0.520837692454819,0.949391397861989,FALSE,0.428347283169069
"66772",2155,42,"D","Hispanic",1,0,0,1,0,1,0,1,0,2,3,-2,2,0,2,2,2,-2,3,100,100,100,60,100,0,0,1,1,0,2,1.62371575832367,"",3,3,100,100,50,2,-2,2,2,2,2,1,2,2,100,50,86,82,100,0,-1,1,0,1,1,1,0,1,1,3,3,50,39,83,79,84,2,-1,2,1,1,1,2,1,1,"Yes, I could see and hear the ad",3,1,-0.296329826116562,3,3,50,98,50,1,-1,2,1,1,2,2,1,2,1,0,3,0,"Recycling",1,0,-0.375445425510406,0,"Against",NA,NA,NA,0,"No",0,4,"june20_13913","june20_323",1.59372556209564,0,1.91899569620879,2.03510476672724,2.06568535937137,2.5,3,1.48168066271029,0.456756809811638,FALSE,0.0846042104951177
"66776",31717,72,"D","African American",0,1,0,0,1,1,1,1,0,0,2,-1,-1,-1,1,-2,-1,2,1,100,50,50,50,100,2,4,1,1,0,3,-0.38123220205307,"",2,2,100,53,50,-1,0,0,-1,-1,1,1,2,2,50,50,94,80,100,-2,-2,-2,-2,1,0,-1,1,-1,1,1,1,50,54,50,50,50,1,0,-1,0,0,-1,-1,2,-1,"No video appeared for me",1,1,0.96759420633316,2,3,100,75,10,-2,-1,2,-1,1,1,-1,0,1,1,1,0,0,"Recycling",1,0,-0.36784091591835,0,"Against",NA,NA,NA,1,"No",0,39,"june20_13997","june20_275",-0.374850511550903,0,-0.108237067686636,-0.606409063211597,-0.294911763866773,1,2,-0.413220837014379,0.117830386681824,FALSE,0.0943636376596562
"66780",33410,66,"D","African American",1,1,0,0,1,1,1,1,0,3,3,2,0,0,-1,0,0,0,0,100,46,48,50,89,-1,5,1,1,1,3,0.0598511844873428,"",3,2,50,34,34,0,0,-1,0,0,0,1,2,3,50,37,50,66,100,0,-1,0,0,1,0,0,1,0,1,3,3,98,50,44,81,100,0,-1,0,-1,0,0,0,1,0,"Yes, I could see and hear the ad",2,1,0.515957653522491,2,2,50,50,36,0,-1,0,-2,1,0,0,1,0,1,0,3,0,"Recycling",1,0,-0.686514675617218,0,"Against",NA,NA,NA,1,"No",0,52,"june20_14050","june20_138",0.0598511844873428,0,-0.10892204037775,-0.360325826646061,-0.426052130472025,3,2.5,0.547622133241092,0.559228919758662,FALSE,-0.233386485179536
"66785",52556,60,"D","African American",1,1,0,0,1,1,1,1,0,3,3,1,-2,1,-1,-1,-1,-1,3,100,99,79,50,100,2,5,1,1,0,3,0.450231909751892,"",3,3,100,100,100,-2,-2,2,0,0,0,1,3,3,100,0,100,71,100,-2,-2,-2,-2,2,-2,-2,2,-2,1,3,3,100,50,50,50,99,-2,0,2,0,2,1,2,2,2,"Yes, I could see and hear the ad",1,1,-0.502695441246033,2,1,100,51,40,-2,-2,0,-2,1,0,-2,2,0,1,1,3,1,"Recycling",1,0,0.973603546619415,0,"Against",NA,NA,NA,2,"No",0,52,"june20_14305","june20_345",0.260058641433716,0,0.934021523671076,-0.52270332231506,0.728808893375661,3,3,0.107377309292766,-1.30883732249572,FALSE,0.791477675302388
"66787",36916,24,"D","African American",1,1,0,0,1,1,0,1,0,0,-3,0,-2,-2,0,2,0,0,-3,100,0,0,0,100,0,3,1,0,0,2,-1.14396893978119,"",0,-2,50,0,0,-2,-1,0,0,1,0,1,3,-3,100,50,0,0,42,-2,-2,-2,-2,0,0,0,0,1,1,0,-2,100,0,0,0,50,-2,-2,-2,-2,0,0,0,0,-2,"No video appeared for me",0,1,-0.557735085487366,0,-3,100,0,50,0,0,0,0,0,1,0,-2,2,1,0,0,0,"Trans-Equality",1,0,1.55689251422882,0,"",10,10,10,10,"No",0,31,"june20_14308","june20_258",-1.03182125091553,0,-0.890222782266062,-0.149402071298339,-0.332571128650863,-1.5,-1,-1.37406380726985,-0.816202734445365,TRUE,0.65764855898927
"66799",3643,68,"D","Hispanic",1,0,0,1,1,1,1,1,0,3,3,0,0,0,0,0,0,0,-3,85,50,50,50,50,-2,4,1,1,0,3,-0.156203120946884,"",3,3,50,89,0,0,-1,1,-2,1,2,1,3,2,81,80,76,38,50,-2,-2,-1,-2,2,-1,-2,0,-2,1,3,3,50,87,76,35,50,-2,-2,-2,-2,2,-2,1,2,1,"Yes, I could see and hear the ad",1,1,0.739558339118958,3,2,50,50,50,-2,-2,-1,-2,2,2,2,1,1,1,0,3,0,"Recycling",1,0,-6.6307687118794e-10,0,"Against",NA,NA,NA,2,"No",0,8,"june20_14552","june20_108",-0.156203120946884,0,0.873220948834392,-0.0845401336505679,0.659174626908259,3,3,0.547622133241092,0.0665943317083116,FALSE,0.589849042663836
